data_type,framework,version,algorithm,category,share_pct,repetitions
DOUBLE,exo,FromPlan,lu,slowdown,0.0,5
DOUBLE,exo,FromPlan,lu,speedup_over,20.0,5
DOUBLE,exo,FromPlan,lu,speedup_under,0.0,5
DOUBLE,exo,FromPlan,ludcmp,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,ludcmp,invalid_code,80.0,5
DOUBLE,exo,FromPlan,ludcmp,slowdown,20.0,5
DOUBLE,exo,FromPlan,ludcmp,speedup_over,0.0,5
DOUBLE,exo,FromPlan,ludcmp,speedup_under,0.0,5
DOUBLE,exo,FromPlan,mvt,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,mvt,invalid_code,40.0,5
DOUBLE,exo,FromPlan,mvt,slowdown,40.0,5
DOUBLE,exo,FromPlan,mvt,speedup_over,20.0,5
DOUBLE,exo,FromPlan,mvt,speedup_under,0.0,5
DOUBLE,exo,FromPlan,nussinov,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,nussinov,invalid_code,60.0,5
DOUBLE,exo,FromPlan,nussinov,slowdown,0.0,5
DOUBLE,exo,FromPlan,nussinov,speedup_over,20.0,5
DOUBLE,exo,FromPlan,nussinov,speedup_under,20.0,5
DOUBLE,exo,FromPlan,seidel-2d,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,seidel-2d,invalid_code,60.0,5
DOUBLE,exo,FromPlan,seidel-2d,slowdown,0.0,5
DOUBLE,exo,FromPlan,seidel-2d,speedup_over,40.0,5
DOUBLE,exo,FromPlan,seidel-2d,speedup_under,0.0,5
DOUBLE,exo,FromPlan,symm,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,symm,invalid_code,60.0,5
DOUBLE,exo,FromPlan,symm,slowdown,40.0,5
DOUBLE,exo,FromPlan,symm,speedup_over,0.0,5
DOUBLE,exo,FromPlan,symm,speedup_under,0.0,5
DOUBLE,exo,FromPlan,syr2k,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,syr2k,invalid_code,20.0,5
DOUBLE,exo,FromPlan,syr2k,slowdown,60.0,5
DOUBLE,exo,FromPlan,syr2k,speedup_over,20.0,5
DOUBLE,exo,FromPlan,syr2k,speedup_under,0.0,5
DOUBLE,exo,FromPlan,syrk,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,syrk,invalid_code,80.0,5
DOUBLE,exo,FromPlan,syrk,slowdown,0.0,5
DOUBLE,exo,FromPlan,syrk,speedup_over,20.0,5
DOUBLE,exo,FromPlan,syrk,speedup_under,0.0,5
DOUBLE,exo,FromPlan,trisolv,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,trisolv,invalid_code,40.0,5
DOUBLE,exo,FromPlan,trisolv,slowdown,40.0,5
DOUBLE,exo,FromPlan,trisolv,speedup_over,0.0,5
DOUBLE,exo,FromPlan,trisolv,speedup_under,20.0,5
DOUBLE,exo,FromPlan,trmm,invalid_algorithm,0.0,5
DOUBLE,exo,FromPlan,trmm,invalid_code,60.0,5
DOUBLE,exo,FromPlan,trmm,slowdown,0.0,5
DOUBLE,exo,FromPlan,trmm,speedup_over,40.0,5
DOUBLE,exo,FromPlan,trmm,speedup_under,0.0,5
DOUBLE,exo,Naive,3mm,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,3mm,invalid_code,0.0,5
DOUBLE,exo,Naive,3mm,slowdown,0.0,5
DOUBLE,exo,Naive,3mm,speedup_over,100.0,5
DOUBLE,exo,Naive,3mm,speedup_under,0.0,5
DOUBLE,exo,Naive,adi,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,adi,invalid_code,40.0,5
DOUBLE,exo,Naive,adi,slowdown,0.0,5
DOUBLE,exo,Naive,adi,speedup_over,60.0,5
DOUBLE,exo,Naive,adi,speedup_under,0.0,5
DOUBLE,exo,Naive,atax,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,atax,invalid_code,80.0,5
DOUBLE,exo,Naive,atax,slowdown,0.0,5
DOUBLE,exo,Naive,atax,speedup_over,0.0,5
DOUBLE,exo,Naive,atax,speedup_under,20.0,5
DOUBLE,exo,Naive,bicg,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,bicg,invalid_code,0.0,5
DOUBLE,exo,Naive,bicg,slowdown,40.0,5
DOUBLE,exo,Naive,bicg,speedup_over,20.0,5
DOUBLE,exo,Naive,bicg,speedup_under,40.0,5
DOUBLE,exo,Naive,cholesky,invalid_algorithm,20.0,5
DOUBLE,exo,Naive,cholesky,invalid_code,0.0,5
DOUBLE,exo,Naive,cholesky,slowdown,40.0,5
DOUBLE,exo,Naive,cholesky,speedup_over,0.0,5
DOUBLE,exo,Naive,cholesky,speedup_under,40.0,5
DOUBLE,exo,Naive,correlation,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,correlation,invalid_code,40.0,5
DOUBLE,exo,Naive,correlation,slowdown,0.0,5
DOUBLE,exo,Naive,correlation,speedup_over,60.0,5
DOUBLE,exo,Naive,correlation,speedup_under,0.0,5
DOUBLE,exo,Naive,covariance,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,covariance,invalid_code,20.0,5
DOUBLE,exo,Naive,covariance,slowdown,20.0,5
DOUBLE,exo,Naive,covariance,speedup_over,60.0,5
DOUBLE,exo,Naive,covariance,speedup_under,0.0,5
DOUBLE,exo,Naive,deriche,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,deriche,invalid_code,80.0,5
DOUBLE,exo,Naive,deriche,slowdown,0.0,5
DOUBLE,exo,Naive,deriche,speedup_over,0.0,5
DOUBLE,exo,Naive,deriche,speedup_under,20.0,5
DOUBLE,exo,Naive,doitgen,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,doitgen,invalid_code,20.0,5
DOUBLE,exo,Naive,doitgen,slowdown,20.0,5
DOUBLE,exo,Naive,doitgen,speedup_over,60.0,5
DOUBLE,exo,Naive,doitgen,speedup_under,0.0,5
DOUBLE,exo,Naive,durbin,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,durbin,invalid_code,60.0,5
DOUBLE,exo,Naive,durbin,slowdown,40.0,5
DOUBLE,exo,Naive,durbin,speedup_over,0.0,5
DOUBLE,exo,Naive,durbin,speedup_under,0.0,5
DOUBLE,exo,Naive,fdtd-2d,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,fdtd-2d,invalid_code,40.0,5
DOUBLE,exo,Naive,fdtd-2d,slowdown,60.0,5
DOUBLE,exo,Naive,fdtd-2d,speedup_over,0.0,5
DOUBLE,exo,Naive,fdtd-2d,speedup_under,0.0,5
DOUBLE,exo,Naive,gemver,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,gemver,invalid_code,80.0,5
DOUBLE,exo,Naive,gemver,slowdown,0.0,5
DOUBLE,exo,Naive,gemver,speedup_over,20.0,5
DOUBLE,exo,Naive,gemver,speedup_under,0.0,5
DOUBLE,exo,Naive,gesummv,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,gesummv,invalid_code,0.0,5
DOUBLE,exo,Naive,gesummv,slowdown,60.0,5
DOUBLE,exo,Naive,gesummv,speedup_over,40.0,5
DOUBLE,exo,Naive,gesummv,speedup_under,0.0,5
DOUBLE,exo,Naive,gramschmidt,invalid_algorithm,60.0,5
DOUBLE,exo,Naive,gramschmidt,invalid_code,40.0,5
DOUBLE,exo,Naive,gramschmidt,slowdown,0.0,5
DOUBLE,exo,Naive,gramschmidt,speedup_over,0.0,5
DOUBLE,exo,Naive,gramschmidt,speedup_under,0.0,5
DOUBLE,exo,Naive,jacobi-1d,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,jacobi-1d,invalid_code,40.0,5
DOUBLE,exo,Naive,jacobi-1d,slowdown,60.0,5
DOUBLE,exo,Naive,jacobi-1d,speedup_over,0.0,5
DOUBLE,exo,Naive,jacobi-1d,speedup_under,0.0,5
DOUBLE,exo,Naive,jacobi-2d,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,jacobi-2d,invalid_code,80.0,5
DOUBLE,exo,Naive,jacobi-2d,slowdown,20.0,5
DOUBLE,exo,Naive,jacobi-2d,speedup_over,0.0,5
DOUBLE,exo,Naive,jacobi-2d,speedup_under,0.0,5
DOUBLE,exo,Naive,lu,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,lu,invalid_code,0.0,5
DOUBLE,exo,Naive,lu,slowdown,20.0,5
DOUBLE,exo,Naive,lu,speedup_over,80.0,5
DOUBLE,exo,Naive,lu,speedup_under,0.0,5
DOUBLE,exo,Naive,ludcmp,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,ludcmp,invalid_code,20.0,5
DOUBLE,exo,Naive,ludcmp,slowdown,40.0,5
DOUBLE,exo,Naive,ludcmp,speedup_over,40.0,5
DOUBLE,exo,Naive,ludcmp,speedup_under,0.0,5
DOUBLE,exo,Naive,mvt,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,mvt,invalid_code,40.0,5
DOUBLE,exo,Naive,mvt,slowdown,0.0,5
DOUBLE,exo,Naive,mvt,speedup_over,60.0,5
DOUBLE,exo,Naive,mvt,speedup_under,0.0,5
DOUBLE,exo,Naive,nussinov,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,nussinov,invalid_code,60.0,5
DOUBLE,exo,Naive,nussinov,slowdown,40.0,5
DOUBLE,exo,Naive,nussinov,speedup_over,0.0,5
DOUBLE,exo,Naive,nussinov,speedup_under,0.0,5
DOUBLE,exo,Naive,seidel-2d,invalid_algorithm,20.0,5
DOUBLE,exo,Naive,seidel-2d,invalid_code,60.0,5
DOUBLE,exo,Naive,seidel-2d,slowdown,20.0,5
DOUBLE,exo,Naive,seidel-2d,speedup_over,0.0,5
DOUBLE,exo,Naive,seidel-2d,speedup_under,0.0,5
DOUBLE,exo,Naive,symm,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,symm,invalid_code,20.0,5
DOUBLE,exo,Naive,symm,slowdown,60.0,5
DOUBLE,exo,Naive,symm,speedup_over,20.0,5
DOUBLE,exo,Naive,symm,speedup_under,0.0,5
DOUBLE,exo,Naive,syr2k,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,syr2k,invalid_code,0.0,5
DOUBLE,exo,Naive,syr2k,slowdown,40.0,5
DOUBLE,exo,Naive,syr2k,speedup_over,60.0,5
DOUBLE,exo,Naive,syr2k,speedup_under,0.0,5
DOUBLE,exo,Naive,syrk,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,syrk,invalid_code,20.0,5
DOUBLE,exo,Naive,syrk,slowdown,20.0,5
DOUBLE,exo,Naive,syrk,speedup_over,60.0,5
DOUBLE,exo,Naive,syrk,speedup_under,0.0,5
DOUBLE,exo,Naive,trisolv,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,trisolv,invalid_code,20.0,5
DOUBLE,exo,Naive,trisolv,slowdown,20.0,5
DOUBLE,exo,Naive,trisolv,speedup_over,0.0,5
DOUBLE,exo,Naive,trisolv,speedup_under,60.0,5
DOUBLE,exo,Naive,trmm,invalid_algorithm,0.0,5
DOUBLE,exo,Naive,trmm,invalid_code,20.0,5
DOUBLE,exo,Naive,trmm,slowdown,20.0,5
DOUBLE,exo,Naive,trmm,speedup_over,60.0,5
DOUBLE,exo,Naive,trmm,speedup_under,0.0,5
DOUBLE,halide,AllHints,3mm,invalid_algorithm,80.0,5
DOUBLE,halide,AllHints,3mm,invalid_code,20.0,5
DOUBLE,halide,AllHints,3mm,slowdown,0.0,5
DOUBLE,halide,AllHints,3mm,speedup_over,0.0,5
DOUBLE,halide,AllHints,3mm,speedup_under,0.0,5
DOUBLE,halide,AllHints,adi,invalid_algorithm,40.0,5
DOUBLE,halide,AllHints,adi,invalid_code,60.0,5
DOUBLE,halide,AllHints,adi,slowdown,0.0,5
DOUBLE,halide,AllHints,adi,speedup_over,0.0,5
DOUBLE,halide,AllHints,adi,speedup_under,0.0,5
DOUBLE,halide,AllHints,atax,invalid_algorithm,60.0,5
DOUBLE,halide,AllHints,atax,invalid_code,40.0,5
DOUBLE,halide,AllHints,atax,slowdown,0.0,5
DOUBLE,halide,AllHints,atax,speedup_over,0.0,5
DOUBLE,halide,AllHints,atax,speedup_under,0.0,5
DOUBLE,halide,AllHints,bicg,invalid_algorithm,80.0,5
DOUBLE,halide,AllHints,bicg,invalid_code,0.0,5
DOUBLE,halide,AllHints,bicg,slowdown,20.0,5
DOUBLE,halide,AllHints,bicg,speedup_over,0.0,5
DOUBLE,halide,AllHints,bicg,speedup_under,0.0,5
DOUBLE,halide,AllHints,cholesky,invalid_algorithm,60.0,5
DOUBLE,halide,AllHints,cholesky,invalid_code,20.0,5
DOUBLE,halide,AllHints,cholesky,slowdown,20.0,5
DOUBLE,halide,AllHints,cholesky,speedup_over,0.0,5
DOUBLE,halide,AllHints,cholesky,speedup_under,0.0,5
DOUBLE,halide,AllHints,correlation,invalid_algorithm,60.0,5
DOUBLE,halide,AllHints,correlation,invalid_code,20.0,5
DOUBLE,halide,AllHints,correlation,slowdown,20.0,5
DOUBLE,halide,AllHints,correlation,speedup_over,0.0,5
DOUBLE,halide,AllHints,correlation,speedup_under,0.0,5
DOUBLE,halide,AllHints,covariance,invalid_algorithm,80.0,5
DOUBLE,halide,AllHints,covariance,invalid_code,20.0,5
DOUBLE,halide,AllHints,covariance,slowdown,0.0,5
DOUBLE,halide,AllHints,covariance,speedup_over,0.0,5
DOUBLE,halide,AllHints,covariance,speedup_under,0.0,5
DOUBLE,halide,AllHints,deriche,invalid_algorithm,0.0,5
DOUBLE,halide,AllHints,deriche,invalid_code,40.0,5
DOUBLE,halide,AllHints,deriche,slowdown,60.0,5
DOUBLE,halide,AllHints,deriche,speedup_over,0.0,5
DOUBLE,halide,AllHints,deriche,speedup_under,0.0,5
DOUBLE,halide,AllHints,doitgen,invalid_algorithm,100.0,5
DOUBLE,halide,AllHints,doitgen,invalid_code,0.0,5
DOUBLE,halide,AllHints,doitgen,slowdown,0.0,5
DOUBLE,halide,AllHints,doitgen,speedup_over,0.0,5
DOUBLE,halide,AllHints,doitgen,speedup_under,0.0,5
DOUBLE,halide,AllHints,durbin,invalid_algorithm,60.0,5
DOUBLE,halide,AllHints,durbin,invalid_code,40.0,5
DOUBLE,halide,AllHints,durbin,slowdown,0.0,5
DOUBLE,halide,AllHints,durbin,speedup_over,0.0,5
DOUBLE,halide,AllHints,durbin,speedup_under,0.0,5
DOUBLE,halide,AllHints,fdtd-2d,invalid_algorithm,20.0,5
DOUBLE,halide,AllHints,fdtd-2d,invalid_code,60.0,5
DOUBLE,halide,AllHints,fdtd-2d,slowdown,20.0,5
DOUBLE,halide,AllHints,fdtd-2d,speedup_over,0.0,5
DOUBLE,halide,AllHints,fdtd-2d,speedup_under,0.0,5
DOUBLE,halide,AllHints,gemver,invalid_algorithm,0.0,5
DOUBLE,halide,AllHints,gemver,invalid_code,100.0,5
DOUBLE,halide,AllHints,gemver,slowdown,0.0,5
DOUBLE,halide,AllHints,gemver,speedup_over,0.0,5
DOUBLE,halide,AllHints,gemver,speedup_under,0.0,5
DOUBLE,halide,AllHints,gesummv,invalid_algorithm,80.0,5
DOUBLE,halide,AllHints,gesummv,invalid_code,20.0,5
DOUBLE,halide,AllHints,gesummv,slowdown,0.0,5
DOUBLE,halide,AllHints,gesummv,speedup_over,0.0,5
DOUBLE,halide,AllHints,gesummv,speedup_under,0.0,5
DOUBLE,halide,AllHints,gramschmidt,invalid_algorithm,0.0,5
DOUBLE,halide,AllHints,gramschmidt,invalid_code,100.0,5
DOUBLE,halide,AllHints,gramschmidt,slowdown,0.0,5
DOUBLE,halide,AllHints,gramschmidt,speedup_over,0.0,5
DOUBLE,halide,AllHints,gramschmidt,speedup_under,0.0,5
DOUBLE,halide,AllHints,jacobi-1d,invalid_algorithm,80.0,5
DOUBLE,halide,AllHints,jacobi-1d,invalid_code,20.0,5
DOUBLE,halide,AllHints,jacobi-1d,slowdown,0.0,5
DOUBLE,halide,AllHints,jacobi-1d,speedup_over,0.0,5
DOUBLE,halide,AllHints,jacobi-1d,speedup_under,0.0,5
DOUBLE,halide,AllHints,jacobi-2d,invalid_algorithm,60.0,5
DOUBLE,halide,AllHints,jacobi-2d,invalid_code,40.0,5
DOUBLE,halide,AllHints,jacobi-2d,slowdown,0.0,5
DOUBLE,halide,AllHints,jacobi-2d,speedup_over,0.0,5
DOUBLE,halide,AllHints,jacobi-2d,speedup_under,0.0,5
DOUBLE,halide,AllHints,lu,invalid_algorithm,60.0,5
DOUBLE,halide,AllHints,lu,invalid_code,40.0,5
DOUBLE,halide,AllHints,lu,slowdown,0.0,5
DOUBLE,halide,AllHints,lu,speedup_over,0.0,5
DOUBLE,halide,AllHints,lu,speedup_under,0.0,5
DOUBLE,halide,AllHints,ludcmp,invalid_algorithm,20.0,5
DOUBLE,halide,AllHints,ludcmp,invalid_code,40.0,5
DOUBLE,halide,AllHints,ludcmp,slowdown,40.0,5
DOUBLE,halide,AllHints,ludcmp,speedup_over,0.0,5
DOUBLE,halide,AllHints,ludcmp,speedup_under,0.0,5
DOUBLE,halide,AllHints,mvt,invalid_algorithm,60.0,5
DOUBLE,halide,AllHints,mvt,invalid_code,0.0,5
DOUBLE,halide,AllHints,mvt,slowdown,40.0,5
DOUBLE,halide,AllHints,mvt,speedup_over,0.0,5
DOUBLE,halide,AllHints,mvt,speedup_under,0.0,5
DOUBLE,halide,AllHints,nussinov,invalid_algorithm,60.0,5
DOUBLE,halide,AllHints,nussinov,invalid_code,20.0,5
DOUBLE,halide,AllHints,nussinov,slowdown,0.0,5
DOUBLE,halide,AllHints,nussinov,speedup_over,20.0,5
DOUBLE,halide,AllHints,nussinov,speedup_under,0.0,5
DOUBLE,halide,AllHints,seidel-2d,invalid_algorithm,40.0,5
DOUBLE,halide,AllHints,seidel-2d,invalid_code,60.0,5
DOUBLE,halide,AllHints,seidel-2d,slowdown,0.0,5
DOUBLE,halide,AllHints,seidel-2d,speedup_over,0.0,5
DOUBLE,halide,AllHints,seidel-2d,speedup_under,0.0,5
DOUBLE,halide,AllHints,symm,invalid_algorithm,40.0,5
DOUBLE,halide,AllHints,symm,invalid_code,60.0,5
DOUBLE,halide,AllHints,symm,slowdown,0.0,5
DOUBLE,halide,AllHints,symm,speedup_over,0.0,5
DOUBLE,halide,AllHints,symm,speedup_under,0.0,5
DOUBLE,halide,AllHints,syr2k,invalid_algorithm,80.0,5
DOUBLE,halide,AllHints,syr2k,invalid_code,20.0,5
DOUBLE,halide,AllHints,syr2k,slowdown,0.0,5
DOUBLE,halide,AllHints,syr2k,speedup_over,0.0,5
DOUBLE,halide,AllHints,syr2k,speedup_under,0.0,5
DOUBLE,halide,AllHints,syrk,invalid_algorithm,40.0,5
DOUBLE,halide,AllHints,syrk,invalid_code,40.0,5
DOUBLE,halide,AllHints,syrk,slowdown,0.0,5
DOUBLE,halide,AllHints,syrk,speedup_over,20.0,5
DOUBLE,halide,AllHints,syrk,speedup_under,0.0,5
DOUBLE,halide,AllHints,trisolv,invalid_algorithm,80.0,5
DOUBLE,halide,AllHints,trisolv,invalid_code,20.0,5
DOUBLE,halide,AllHints,trisolv,slowdown,0.0,5
DOUBLE,halide,AllHints,trisolv,speedup_over,0.0,5
DOUBLE,halide,AllHints,trisolv,speedup_under,0.0,5
DOUBLE,halide,AllHints,trmm,invalid_algorithm,60.0,5
DOUBLE,halide,AllHints,trmm,invalid_code,40.0,5
DOUBLE,halide,AllHints,trmm,slowdown,0.0,5
DOUBLE,halide,AllHints,trmm,speedup_over,0.0,5
DOUBLE,halide,AllHints,trmm,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,3mm,invalid_algorithm,80.0,5
DOUBLE,halide,ChooseHints,3mm,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,3mm,slowdown,0.0,5
DOUBLE,halide,ChooseHints,3mm,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,3mm,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,adi,invalid_algorithm,20.0,5
DOUBLE,halide,ChooseHints,adi,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,adi,slowdown,40.0,5
DOUBLE,halide,ChooseHints,adi,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,adi,speedup_under,20.0,5
DOUBLE,halide,ChooseHints,atax,invalid_algorithm,80.0,5
DOUBLE,halide,ChooseHints,atax,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,atax,slowdown,0.0,5
DOUBLE,halide,ChooseHints,atax,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,atax,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,bicg,invalid_algorithm,80.0,5
DOUBLE,halide,ChooseHints,bicg,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,bicg,slowdown,0.0,5
DOUBLE,halide,ChooseHints,bicg,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,bicg,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,cholesky,invalid_algorithm,60.0,5
DOUBLE,halide,ChooseHints,cholesky,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,cholesky,slowdown,0.0,5
DOUBLE,halide,ChooseHints,cholesky,speedup_over,20.0,5
DOUBLE,halide,ChooseHints,cholesky,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,correlation,invalid_algorithm,60.0,5
DOUBLE,halide,ChooseHints,correlation,invalid_code,40.0,5
DOUBLE,halide,ChooseHints,correlation,slowdown,0.0,5
DOUBLE,halide,ChooseHints,correlation,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,correlation,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,covariance,invalid_algorithm,40.0,5
DOUBLE,halide,ChooseHints,covariance,invalid_code,40.0,5
DOUBLE,halide,ChooseHints,covariance,slowdown,0.0,5
DOUBLE,halide,ChooseHints,covariance,speedup_over,20.0,5
DOUBLE,halide,ChooseHints,covariance,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,deriche,invalid_algorithm,0.0,5
DOUBLE,halide,ChooseHints,deriche,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,deriche,slowdown,80.0,5
DOUBLE,halide,ChooseHints,deriche,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,deriche,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,doitgen,invalid_algorithm,80.0,5
DOUBLE,halide,ChooseHints,doitgen,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,doitgen,slowdown,0.0,5
DOUBLE,halide,ChooseHints,doitgen,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,doitgen,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,durbin,invalid_algorithm,60.0,5
DOUBLE,halide,ChooseHints,durbin,invalid_code,40.0,5
DOUBLE,halide,ChooseHints,durbin,slowdown,0.0,5
DOUBLE,halide,ChooseHints,durbin,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,durbin,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,fdtd-2d,invalid_algorithm,60.0,5
DOUBLE,halide,ChooseHints,fdtd-2d,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,fdtd-2d,slowdown,20.0,5
DOUBLE,halide,ChooseHints,fdtd-2d,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,fdtd-2d,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,gemver,invalid_algorithm,0.0,5
DOUBLE,halide,ChooseHints,gemver,invalid_code,100.0,5
DOUBLE,halide,ChooseHints,gemver,slowdown,0.0,5
DOUBLE,halide,ChooseHints,gemver,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,gemver,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,gesummv,invalid_algorithm,80.0,5
DOUBLE,halide,ChooseHints,gesummv,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,gesummv,slowdown,0.0,5
DOUBLE,halide,ChooseHints,gesummv,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,gesummv,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,gramschmidt,invalid_algorithm,0.0,5
DOUBLE,halide,ChooseHints,gramschmidt,invalid_code,100.0,5
DOUBLE,halide,ChooseHints,gramschmidt,slowdown,0.0,5
DOUBLE,halide,ChooseHints,gramschmidt,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,gramschmidt,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,jacobi-1d,invalid_algorithm,40.0,5
DOUBLE,halide,ChooseHints,jacobi-1d,invalid_code,40.0,5
DOUBLE,halide,ChooseHints,jacobi-1d,slowdown,20.0,5
DOUBLE,halide,ChooseHints,jacobi-1d,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,jacobi-1d,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,jacobi-2d,invalid_algorithm,80.0,5
DOUBLE,halide,ChooseHints,jacobi-2d,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,jacobi-2d,slowdown,0.0,5
DOUBLE,halide,ChooseHints,jacobi-2d,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,jacobi-2d,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,lu,invalid_algorithm,40.0,5
DOUBLE,halide,ChooseHints,lu,invalid_code,0.0,5
DOUBLE,halide,ChooseHints,lu,slowdown,60.0,5
DOUBLE,halide,ChooseHints,lu,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,lu,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,ludcmp,invalid_algorithm,60.0,5
DOUBLE,halide,ChooseHints,ludcmp,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,ludcmp,slowdown,20.0,5
DOUBLE,halide,ChooseHints,ludcmp,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,ludcmp,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,mvt,invalid_algorithm,80.0,5
DOUBLE,halide,ChooseHints,mvt,invalid_code,0.0,5
DOUBLE,halide,ChooseHints,mvt,slowdown,20.0,5
DOUBLE,halide,ChooseHints,mvt,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,mvt,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,nussinov,invalid_algorithm,60.0,5
DOUBLE,halide,ChooseHints,nussinov,invalid_code,20.0,5
DOUBLE,halide,ChooseHints,nussinov,slowdown,20.0,5
DOUBLE,halide,ChooseHints,nussinov,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,nussinov,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,seidel-2d,invalid_algorithm,20.0,5
DOUBLE,halide,ChooseHints,seidel-2d,invalid_code,80.0,5
DOUBLE,halide,ChooseHints,seidel-2d,slowdown,0.0,5
DOUBLE,halide,ChooseHints,seidel-2d,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,seidel-2d,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,symm,invalid_algorithm,60.0,5
DOUBLE,halide,ChooseHints,symm,invalid_code,40.0,5
DOUBLE,halide,ChooseHints,symm,slowdown,0.0,5
DOUBLE,halide,ChooseHints,symm,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,symm,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,syr2k,invalid_algorithm,100.0,5
DOUBLE,halide,ChooseHints,syr2k,invalid_code,0.0,5
DOUBLE,halide,ChooseHints,syr2k,slowdown,0.0,5
DOUBLE,halide,ChooseHints,syr2k,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,syr2k,speedup_under,0.0,5
DOUBLE,halide,ChooseHints,syrk,invalid_algorithm,60.0,5
DOUBLE,halide,ChooseHints,syrk,invalid_code,40.0,5
DOUBLE,halide,ChooseHints,syrk,slowdown,0.0,5
DOUBLE,halide,ChooseHints,syrk,speedup_over,0.0,5
DOUBLE,halide,ChooseHints,syrk,speedup_under,0.0,5
