data_type,framework,version,algorithm,repetition,category
DOUBLE,exo,FromPlan,symm,4,slowdown
DOUBLE,exo,FromPlan,symm,5,invalid_code
DOUBLE,exo,FromPlan,syr2k,1,slowdown
DOUBLE,exo,FromPlan,syr2k,2,slowdown
DOUBLE,exo,FromPlan,syr2k,3,slowdown
DOUBLE,exo,FromPlan,syr2k,4,invalid_code
DOUBLE,exo,FromPlan,syr2k,5,speedup_over
DOUBLE,exo,FromPlan,syrk,1,invalid_code
DOUBLE,exo,FromPlan,syrk,2,speedup_over
DOUBLE,exo,FromPlan,syrk,3,invalid_code
DOUBLE,exo,FromPlan,syrk,4,invalid_code
DOUBLE,exo,FromPlan,syrk,5,invalid_code
DOUBLE,exo,FromPlan,trisolv,1,invalid_code
DOUBLE,exo,FromPlan,trisolv,2,invalid_code
DOUBLE,exo,FromPlan,trisolv,3,slowdown
DOUBLE,exo,FromPlan,trisolv,4,speedup_under
DOUBLE,exo,FromPlan,trisolv,5,slowdown
DOUBLE,exo,FromPlan,trmm,1,speedup_over
DOUBLE,exo,FromPlan,trmm,2,invalid_code
DOUBLE,exo,FromPlan,trmm,3,invalid_code
DOUBLE,exo,FromPlan,trmm,4,speedup_over
DOUBLE,exo,FromPlan,trmm,5,invalid_code
DOUBLE,exo,Naive,3mm,1,speedup_over
DOUBLE,exo,Naive,3mm,2,speedup_over
DOUBLE,exo,Naive,3mm,3,speedup_over
DOUBLE,exo,Naive,3mm,4,speedup_over
DOUBLE,exo,Naive,3mm,5,speedup_over
DOUBLE,exo,Naive,adi,1,speedup_over
DOUBLE,exo,Naive,adi,2,speedup_over
DOUBLE,exo,Naive,adi,3,invalid_code
DOUBLE,exo,Naive,adi,4,speedup_over
DOUBLE,exo,Naive,adi,5,invalid_code
DOUBLE,exo,Naive,atax,1,invalid_code
DOUBLE,exo,Naive,atax,2,invalid_code
DOUBLE,exo,Naive,atax,3,invalid_code
DOUBLE,exo,Naive,atax,4,slowdown
DOUBLE,exo,Naive,atax,5,invalid_code
DOUBLE,exo,Naive,bicg,1,slowdown
DOUBLE,exo,Naive,bicg,2,slowdown
DOUBLE,exo,Naive,bicg,3,speedup_over
DOUBLE,exo,Naive,bicg,4,slowdown
DOUBLE,exo,Naive,bicg,5,slowdown
DOUBLE,exo,Naive,cholesky,1,slowdown
DOUBLE,exo,Naive,cholesky,2,invalid_algorithm
DOUBLE,exo,Naive,cholesky,3,speedup_under
DOUBLE,exo,Naive,cholesky,4,speedup_under
DOUBLE,exo,Naive,cholesky,5,slowdown
DOUBLE,exo,Naive,correlation,1,invalid_code
DOUBLE,exo,Naive,correlation,2,speedup_over
DOUBLE,exo,Naive,correlation,3,speedup_over
DOUBLE,exo,Naive,correlation,4,invalid_code
DOUBLE,exo,Naive,correlation,5,speedup_over
DOUBLE,exo,Naive,covariance,1,speedup_over
DOUBLE,exo,Naive,covariance,2,slowdown
DOUBLE,exo,Naive,covariance,3,speedup_over
DOUBLE,exo,Naive,covariance,4,invalid_code
DOUBLE,exo,Naive,covariance,5,speedup_over
DOUBLE,exo,Naive,deriche,1,invalid_code
DOUBLE,exo,Naive,deriche,2,invalid_code
DOUBLE,exo,Naive,deriche,3,invalid_code
DOUBLE,exo,Naive,deriche,4,invalid_code
DOUBLE,exo,Naive,deriche,5,speedup_over
DOUBLE,exo,Naive,doitgen,1,invalid_code
DOUBLE,exo,Naive,doitgen,2,speedup_over
DOUBLE,exo,Naive,doitgen,3,speedup_over
DOUBLE,exo,Naive,doitgen,4,slowdown
DOUBLE,exo,Naive,doitgen,5,speedup_over
DOUBLE,exo,Naive,durbin,1,invalid_code
DOUBLE,exo,Naive,durbin,2,invalid_code
DOUBLE,exo,Naive,durbin,3,slowdown
DOUBLE,exo,Naive,durbin,4,speedup_over
DOUBLE,exo,Naive,durbin,5,invalid_code
DOUBLE,exo,Naive,fdtd-2d,1,slowdown
DOUBLE,exo,Naive,fdtd-2d,2,slowdown
DOUBLE,exo,Naive,fdtd-2d,3,slowdown
DOUBLE,exo,Naive,fdtd-2d,4,invalid_code
DOUBLE,exo,Naive,fdtd-2d,5,invalid_code
DOUBLE,exo,Naive,gemver,1,invalid_code
DOUBLE,exo,Naive,gemver,2,invalid_code
DOUBLE,exo,Naive,gemver,3,invalid_code
DOUBLE,exo,Naive,gemver,4,invalid_code
DOUBLE,exo,Naive,gemver,5,speedup_over
DOUBLE,exo,Naive,gesummv,1,speedup_over
DOUBLE,exo,Naive,gesummv,2,speedup_over
DOUBLE,exo,Naive,gesummv,3,slowdown
DOUBLE,exo,Naive,gesummv,4,slowdown
DOUBLE,exo,Naive,gesummv,5,slowdown
DOUBLE,exo,Naive,gramschmidt,1,invalid_code
DOUBLE,exo,Naive,gramschmidt,2,invalid_code
DOUBLE,exo,Naive,gramschmidt,3,invalid_algorithm
DOUBLE,exo,Naive,gramschmidt,4,invalid_algorithm
DOUBLE,exo,Naive,gramschmidt,5,invalid_algorithm
DOUBLE,exo,Naive,jacobi-1d,1,slowdown
DOUBLE,exo,Naive,jacobi-1d,2,slowdown
DOUBLE,exo,Naive,jacobi-1d,3,invalid_code
DOUBLE,exo,Naive,jacobi-1d,4,invalid_code
DOUBLE,exo,Naive,jacobi-1d,5,slowdown
DOUBLE,exo,Naive,jacobi-2d,1,invalid_code
DOUBLE,exo,Naive,jacobi-2d,2,invalid_code
DOUBLE,exo,Naive,jacobi-2d,3,slowdown
DOUBLE,exo,Naive,jacobi-2d,4,invalid_code
DOUBLE,exo,Naive,jacobi-2d,5,invalid_code
DOUBLE,exo,Naive,lu,1,speedup_over
DOUBLE,exo,Naive,lu,2,speedup_over
DOUBLE,exo,Naive,lu,3,speedup_over
DOUBLE,exo,Naive,lu,4,slowdown
DOUBLE,exo,Naive,lu,5,speedup_over
DOUBLE,exo,Naive,ludcmp,1,speedup_over
DOUBLE,exo,Naive,ludcmp,2,slowdown
DOUBLE,exo,Naive,ludcmp,3,speedup_under
DOUBLE,exo,Naive,ludcmp,4,invalid_code
DOUBLE,exo,Naive,ludcmp,5,slowdown
DOUBLE,exo,Naive,mvt,1,invalid_code
DOUBLE,exo,Naive,mvt,2,speedup_over
DOUBLE,exo,Naive,mvt,3,speedup_over
DOUBLE,exo,Naive,mvt,4,speedup_over
DOUBLE,exo,Naive,mvt,5,invalid_code
DOUBLE,exo,Naive,nussinov,1,speedup_under
DOUBLE,exo,Naive,nussinov,2,speedup_under
DOUBLE,exo,Naive,nussinov,3,invalid_code
DOUBLE,exo,Naive,nussinov,4,invalid_code
DOUBLE,exo,Naive,nussinov,5,invalid_code
DOUBLE,exo,Naive,seidel-2d,1,invalid_code
DOUBLE,exo,Naive,seidel-2d,2,invalid_code
DOUBLE,exo,Naive,seidel-2d,3,slowdown
DOUBLE,exo,Naive,seidel-2d,4,invalid_algorithm
DOUBLE,exo,Naive,seidel-2d,5,invalid_code
DOUBLE,exo,Naive,symm,1,slowdown
DOUBLE,exo,Naive,symm,2,speedup_over
DOUBLE,exo,Naive,symm,3,invalid_code
DOUBLE,exo,Naive,symm,4,slowdown
DOUBLE,exo,Naive,symm,5,speedup_under
DOUBLE,exo,Naive,syr2k,1,slowdown
DOUBLE,exo,Naive,syr2k,2,speedup_over
DOUBLE,exo,Naive,syr2k,3,speedup_over
DOUBLE,exo,Naive,syr2k,4,slowdown
DOUBLE,exo,Naive,syr2k,5,speedup_over
DOUBLE,exo,Naive,syrk,1,speedup_over
DOUBLE,exo,Naive,syrk,2,speedup_over
DOUBLE,exo,Naive,syrk,3,invalid_code
DOUBLE,exo,Naive,syrk,4,speedup_over
DOUBLE,exo,Naive,syrk,5,slowdown
DOUBLE,exo,Naive,trisolv,1,slowdown
DOUBLE,exo,Naive,trisolv,2,invalid_code
DOUBLE,exo,Naive,trisolv,3,slowdown
DOUBLE,exo,Naive,trisolv,4,slowdown
DOUBLE,exo,Naive,trisolv,5,slowdown
DOUBLE,exo,Naive,trmm,1,invalid_code
DOUBLE,exo,Naive,trmm,2,speedup_over
DOUBLE,exo,Naive,trmm,3,speedup_over
DOUBLE,exo,Naive,trmm,4,slowdown
DOUBLE,exo,Naive,trmm,5,speedup_under
DOUBLE,exo,standard,3mm,1,slowdown
DOUBLE,exo,standard,3mm,2,slowdown
DOUBLE,exo,standard,3mm,3,slowdown
DOUBLE,exo,standard,3mm,4,slowdown
DOUBLE,exo,standard,3mm,5,slowdown
DOUBLE,exo,standard,adi,1,invalid_code
DOUBLE,exo,standard,adi,2,slowdown
DOUBLE,exo,standard,adi,3,slowdown
DOUBLE,exo,standard,adi,4,slowdown
DOUBLE,exo,standard,adi,5,invalid_code
DOUBLE,exo,standard,atax,1,slowdown
DOUBLE,exo,standard,atax,2,slowdown
DOUBLE,exo,standard,atax,3,slowdown
DOUBLE,exo,standard,atax,4,slowdown
DOUBLE,exo,standard,atax,5,slowdown
DOUBLE,exo,standard,bicg,1,slowdown
DOUBLE,exo,standard,bicg,2,slowdown
DOUBLE,exo,standard,bicg,3,slowdown
DOUBLE,exo,standard,bicg,4,slowdown
DOUBLE,exo,standard,bicg,5,slowdown
DOUBLE,exo,standard,cholesky,1,slowdown
DOUBLE,exo,standard,cholesky,2,slowdown
DOUBLE,exo,standard,cholesky,3,slowdown
DOUBLE,exo,standard,cholesky,4,slowdown
DOUBLE,exo,standard,cholesky,5,slowdown
DOUBLE,exo,standard,correlation,1,slowdown
DOUBLE,exo,standard,correlation,2,slowdown
DOUBLE,exo,standard,correlation,3,slowdown
DOUBLE,exo,standard,correlation,4,invalid_code
DOUBLE,exo,standard,correlation,5,invalid_code
DOUBLE,exo,standard,covariance,1,speedup_under
DOUBLE,exo,standard,covariance,2,speedup_under
DOUBLE,exo,standard,covariance,3,slowdown
DOUBLE,exo,standard,covariance,4,speedup_under
DOUBLE,exo,standard,covariance,5,speedup_under
DOUBLE,exo,standard,deriche,1,invalid_code
DOUBLE,exo,standard,deriche,2,invalid_code
DOUBLE,exo,standard,deriche,3,slowdown
DOUBLE,exo,standard,deriche,4,slowdown
DOUBLE,exo,standard,deriche,5,slowdown
DOUBLE,exo,standard,doitgen,1,slowdown
DOUBLE,exo,standard,doitgen,2,slowdown
DOUBLE,exo,standard,doitgen,3,slowdown
DOUBLE,exo,standard,doitgen,4,slowdown
DOUBLE,exo,standard,doitgen,5,slowdown
DOUBLE,exo,standard,durbin,1,slowdown
DOUBLE,exo,standard,durbin,2,slowdown
DOUBLE,exo,standard,durbin,3,slowdown
DOUBLE,exo,standard,durbin,4,slowdown
DOUBLE,exo,standard,durbin,5,slowdown
DOUBLE,exo,standard,fdtd-2d,1,slowdown
DOUBLE,exo,standard,fdtd-2d,2,slowdown
DOUBLE,exo,standard,fdtd-2d,3,slowdown
DOUBLE,exo,standard,fdtd-2d,4,slowdown
DOUBLE,exo,standard,fdtd-2d,5,slowdown
DOUBLE,exo,standard,gemver,1,slowdown
DOUBLE,exo,standard,gemver,2,slowdown
DOUBLE,exo,standard,gemver,3,slowdown
DOUBLE,exo,standard,gemver,4,slowdown
DOUBLE,exo,standard,gemver,5,slowdown
DOUBLE,exo,standard,gesummv,1,speedup_under
DOUBLE,exo,standard,gesummv,2,slowdown
DOUBLE,exo,standard,gesummv,3,speedup_under
DOUBLE,exo,standard,gesummv,4,speedup_under
DOUBLE,exo,standard,gesummv,5,speedup_under
DOUBLE,exo,standard,jacobi-1d,1,slowdown
DOUBLE,exo,standard,jacobi-1d,2,slowdown
DOUBLE,exo,standard,jacobi-1d,3,slowdown
DOUBLE,exo,standard,jacobi-1d,4,slowdown
DOUBLE,exo,standard,jacobi-1d,5,slowdown
DOUBLE,exo,standard,jacobi-2d,1,slowdown
DOUBLE,exo,standard,jacobi-2d,2,slowdown
DOUBLE,exo,standard,jacobi-2d,3,slowdown
DOUBLE,exo,standard,jacobi-2d,4,slowdown
DOUBLE,exo,standard,jacobi-2d,5,slowdown
DOUBLE,exo,standard,lu,1,slowdown
DOUBLE,exo,standard,lu,2,slowdown
DOUBLE,exo,standard,lu,3,slowdown
DOUBLE,exo,standard,lu,4,slowdown
DOUBLE,exo,standard,lu,5,slowdown
DOUBLE,exo,standard,ludcmp,1,slowdown
DOUBLE,exo,standard,ludcmp,2,slowdown
DOUBLE,exo,standard,ludcmp,3,slowdown
DOUBLE,exo,standard,ludcmp,4,slowdown
DOUBLE,exo,standard,ludcmp,5,slowdown
DOUBLE,exo,standard,mvt,1,slowdown
DOUBLE,exo,standard,mvt,2,slowdown
DOUBLE,exo,standard,mvt,3,slowdown
DOUBLE,exo,standard,mvt,4,slowdown
DOUBLE,exo,standard,mvt,5,slowdown
DOUBLE,exo,standard,nussinov,1,slowdown
DOUBLE,exo,standard,nussinov,2,speedup_under
DOUBLE,exo,standard,nussinov,3,slowdown
DOUBLE,exo,standard,nussinov,4,invalid_code
DOUBLE,exo,standard,nussinov,5,speedup_under
DOUBLE,exo,standard,seidel-2d,1,slowdown
DOUBLE,exo,standard,seidel-2d,2,speedup_under
DOUBLE,exo,standard,seidel-2d,3,slowdown
DOUBLE,exo,standard,seidel-2d,4,slowdown
DOUBLE,exo,standard,seidel-2d,5,slowdown
DOUBLE,exo,standard,symm,1,slowdown
DOUBLE,exo,standard,symm,2,slowdown
DOUBLE,exo,standard,symm,3,slowdown
DOUBLE,exo,standard,symm,4,slowdown
DOUBLE,exo,standard,symm,5,slowdown
DOUBLE,exo,standard,syr2k,1,slowdown
DOUBLE,exo,standard,syr2k,2,slowdown
DOUBLE,exo,standard,syr2k,3,slowdown
DOUBLE,exo,standard,syr2k,4,slowdown
DOUBLE,exo,standard,syr2k,5,slowdown
DOUBLE,exo,standard,syrk,1,slowdown
DOUBLE,exo,standard,syrk,2,slowdown
DOUBLE,exo,standard,syrk,3,slowdown
DOUBLE,exo,standard,syrk,4,slowdown
DOUBLE,exo,standard,syrk,5,slowdown
DOUBLE,exo,standard,trisolv,1,slowdown
DOUBLE,exo,standard,trisolv,2,slowdown
DOUBLE,exo,standard,trisolv,3,slowdown
DOUBLE,exo,standard,trisolv,4,slowdown
DOUBLE,exo,standard,trisolv,5,slowdown
DOUBLE,exo,standard,trmm,1,slowdown
DOUBLE,exo,standard,trmm,2,slowdown
DOUBLE,exo,standard,trmm,3,slowdown
DOUBLE,exo,standard,trmm,4,slowdown
DOUBLE,exo,standard,trmm,5,slowdown
DOUBLE,halide,AllHints,3mm,1,invalid_algorithm
DOUBLE,halide,AllHints,3mm,2,invalid_algorithm
DOUBLE,halide,AllHints,3mm,3,invalid_algorithm
DOUBLE,halide,AllHints,3mm,4,invalid_code
DOUBLE,halide,AllHints,3mm,5,invalid_algorithm
DOUBLE,halide,AllHints,adi,1,invalid_algorithm
DOUBLE,halide,AllHints,adi,2,invalid_code
DOUBLE,halide,AllHints,adi,3,invalid_algorithm
DOUBLE,halide,AllHints,adi,4,invalid_code
DOUBLE,halide,AllHints,adi,5,invalid_code
DOUBLE,halide,AllHints,atax,1,invalid_code
DOUBLE,halide,AllHints,atax,2,invalid_code
DOUBLE,halide,AllHints,atax,3,invalid_algorithm
DOUBLE,halide,AllHints,atax,4,invalid_algorithm
DOUBLE,halide,AllHints,atax,5,invalid_algorithm
DOUBLE,halide,AllHints,bicg,1,invalid_algorithm
DOUBLE,halide,AllHints,bicg,2,invalid_algorithm
DOUBLE,halide,AllHints,bicg,3,invalid_algorithm
DOUBLE,halide,AllHints,bicg,4,invalid_algorithm
DOUBLE,halide,AllHints,bicg,5,slowdown
DOUBLE,halide,AllHints,cholesky,1,invalid_algorithm
DOUBLE,halide,AllHints,cholesky,2,invalid_algorithm
DOUBLE,halide,AllHints,cholesky,3,invalid_code
DOUBLE,halide,AllHints,cholesky,4,slowdown
DOUBLE,halide,AllHints,cholesky,5,invalid_algorithm
DOUBLE,halide,AllHints,correlation,1,invalid_algorithm
DOUBLE,halide,AllHints,correlation,2,slowdown
DOUBLE,halide,AllHints,correlation,3,invalid_code
DOUBLE,halide,AllHints,correlation,4,invalid_algorithm
DOUBLE,halide,AllHints,correlation,5,invalid_algorithm
DOUBLE,halide,AllHints,covariance,1,invalid_algorithm
DOUBLE,halide,AllHints,covariance,2,invalid_algorithm
DOUBLE,halide,AllHints,covariance,3,invalid_algorithm
DOUBLE,halide,AllHints,covariance,4,invalid_algorithm
DOUBLE,halide,AllHints,covariance,5,invalid_code
DOUBLE,halide,AllHints,deriche,1,slowdown
DOUBLE,halide,AllHints,deriche,2,slowdown
DOUBLE,halide,AllHints,deriche,3,slowdown
DOUBLE,halide,AllHints,deriche,4,invalid_code
DOUBLE,halide,AllHints,deriche,5,invalid_code
DOUBLE,halide,AllHints,doitgen,1,invalid_algorithm
DOUBLE,halide,AllHints,doitgen,2,invalid_algorithm
DOUBLE,halide,AllHints,doitgen,3,invalid_algorithm
DOUBLE,halide,AllHints,doitgen,4,invalid_algorithm
DOUBLE,halide,AllHints,doitgen,5,invalid_algorithm
DOUBLE,halide,AllHints,durbin,1,invalid_algorithm
DOUBLE,halide,AllHints,durbin,2,invalid_algorithm
DOUBLE,halide,AllHints,durbin,3,invalid_algorithm
DOUBLE,halide,AllHints,durbin,4,invalid_code
DOUBLE,halide,AllHints,durbin,5,invalid_code
DOUBLE,halide,AllHints,fdtd-2d,1,invalid_algorithm
DOUBLE,halide,AllHints,fdtd-2d,2,invalid_code
DOUBLE,halide,AllHints,fdtd-2d,3,invalid_code
DOUBLE,halide,AllHints,fdtd-2d,4,invalid_code
DOUBLE,halide,AllHints,fdtd-2d,5,slowdown
DOUBLE,halide,AllHints,gemver,1,invalid_code
DOUBLE,halide,AllHints,gemver,2,invalid_code
DOUBLE,halide,AllHints,gemver,3,invalid_code
DOUBLE,halide,AllHints,gemver,4,invalid_code
DOUBLE,halide,AllHints,gemver,5,invalid_code
DOUBLE,halide,AllHints,gesummv,1,invalid_algorithm
DOUBLE,halide,AllHints,gesummv,2,invalid_algorithm
DOUBLE,halide,AllHints,gesummv,3,invalid_algorithm
DOUBLE,halide,AllHints,gesummv,4,invalid_code
DOUBLE,halide,AllHints,gesummv,5,invalid_algorithm
DOUBLE,halide,AllHints,gramschmidt,1,invalid_code
DOUBLE,halide,AllHints,gramschmidt,2,invalid_code
DOUBLE,halide,AllHints,gramschmidt,3,invalid_code
DOUBLE,halide,AllHints,gramschmidt,4,invalid_code
DOUBLE,halide,AllHints,gramschmidt,5,invalid_code
DOUBLE,halide,AllHints,jacobi-1d,1,invalid_algorithm
DOUBLE,halide,AllHints,jacobi-1d,2,invalid_code
DOUBLE,halide,AllHints,jacobi-1d,3,invalid_algorithm
DOUBLE,halide,AllHints,jacobi-1d,4,invalid_algorithm
DOUBLE,halide,AllHints,jacobi-1d,5,invalid_algorithm
DOUBLE,halide,AllHints,jacobi-2d,1,invalid_code
DOUBLE,halide,AllHints,jacobi-2d,2,invalid_algorithm
DOUBLE,halide,AllHints,jacobi-2d,3,invalid_algorithm
DOUBLE,halide,AllHints,jacobi-2d,4,invalid_algorithm
DOUBLE,halide,AllHints,jacobi-2d,5,invalid_code
DOUBLE,halide,AllHints,lu,1,invalid_algorithm
DOUBLE,halide,AllHints,lu,2,invalid_algorithm
DOUBLE,halide,AllHints,lu,3,invalid_algorithm
DOUBLE,halide,AllHints,lu,4,invalid_code
DOUBLE,halide,AllHints,lu,5,invalid_code
DOUBLE,halide,AllHints,ludcmp,1,invalid_code
DOUBLE,halide,AllHints,ludcmp,2,slowdown
DOUBLE,halide,AllHints,ludcmp,3,invalid_algorithm
DOUBLE,halide,AllHints,ludcmp,4,slowdown
DOUBLE,halide,AllHints,ludcmp,5,invalid_code
DOUBLE,halide,AllHints,mvt,1,invalid_algorithm
DOUBLE,halide,AllHints,mvt,2,invalid_algorithm
DOUBLE,halide,AllHints,mvt,3,slowdown
DOUBLE,halide,AllHints,mvt,4,invalid_algorithm
DOUBLE,halide,AllHints,mvt,5,slowdown
DOUBLE,halide,AllHints,nussinov,1,invalid_code
DOUBLE,halide,AllHints,nussinov,2,invalid_algorithm
DOUBLE,halide,AllHints,nussinov,3,invalid_algorithm
DOUBLE,halide,AllHints,nussinov,4,speedup_over
DOUBLE,halide,AllHints,nussinov,5,invalid_algorithm
DOUBLE,halide,AllHints,seidel-2d,1,invalid_algorithm
DOUBLE,halide,AllHints,seidel-2d,2,invalid_algorithm
DOUBLE,halide,AllHints,seidel-2d,3,invalid_code
DOUBLE,halide,AllHints,seidel-2d,4,invalid_code
DOUBLE,halide,AllHints,seidel-2d,5,invalid_code
DOUBLE,halide,AllHints,symm,1,invalid_algorithm
DOUBLE,halide,AllHints,symm,2,invalid_code
DOUBLE,halide,AllHints,symm,3,invalid_code
DOUBLE,halide,AllHints,symm,4,invalid_algorithm
DOUBLE,halide,AllHints,symm,5,invalid_code
DOUBLE,halide,AllHints,syr2k,1,invalid_code
DOUBLE,halide,AllHints,syr2k,2,invalid_algorithm
DOUBLE,halide,AllHints,syr2k,3,invalid_algorithm
DOUBLE,halide,AllHints,syr2k,4,invalid_algorithm
DOUBLE,halide,AllHints,syr2k,5,invalid_algorithm
DOUBLE,halide,AllHints,syrk,1,invalid_code
DOUBLE,halide,AllHints,syrk,2,invalid_algorithm
DOUBLE,halide,AllHints,syrk,3,invalid_algorithm
DOUBLE,halide,AllHints,syrk,4,speedup_over
DOUBLE,halide,AllHints,syrk,5,invalid_code
DOUBLE,halide,AllHints,trisolv,1,invalid_algorithm
DOUBLE,halide,AllHints,trisolv,2,invalid_code
DOUBLE,halide,AllHints,trisolv,3,invalid_algorithm
DOUBLE,halide,AllHints,trisolv,4,invalid_algorithm
DOUBLE,halide,AllHints,trisolv,5,invalid_algorithm
DOUBLE,halide,AllHints,trmm,1,invalid_code
DOUBLE,halide,AllHints,trmm,2,invalid_algorithm
DOUBLE,halide,AllHints,trmm,3,invalid_algorithm
DOUBLE,halide,AllHints,trmm,4,invalid_algorithm
DOUBLE,halide,AllHints,trmm,5,invalid_code
DOUBLE,halide,ChooseHints,3mm,1,invalid_code
DOUBLE,halide,ChooseHints,3mm,2,invalid_algorithm
DOUBLE,halide,ChooseHints,3mm,3,invalid_algorithm
DOUBLE,halide,ChooseHints,3mm,4,invalid_algorithm
DOUBLE,halide,ChooseHints,3mm,5,invalid_algorithm
DOUBLE,halide,ChooseHints,adi,1,invalid_algorithm
DOUBLE,halide,ChooseHints,adi,2,slowdown
DOUBLE,halide,ChooseHints,adi,3,slowdown
DOUBLE,halide,ChooseHints,adi,4,slowdown
DOUBLE,halide,ChooseHints,adi,5,invalid_code
DOUBLE,halide,ChooseHints,atax,1,invalid_code
DOUBLE,halide,ChooseHints,atax,2,invalid_algorithm
DOUBLE,halide,ChooseHints,atax,3,invalid_algorithm
DOUBLE,halide,ChooseHints,atax,4,invalid_algorithm
DOUBLE,halide,ChooseHints,atax,5,invalid_algorithm
DOUBLE,halide,ChooseHints,bicg,1,invalid_algorithm
DOUBLE,halide,ChooseHints,bicg,2,invalid_algorithm
DOUBLE,halide,ChooseHints,bicg,3,invalid_algorithm
DOUBLE,halide,ChooseHints,bicg,4,invalid_algorithm
DOUBLE,halide,ChooseHints,bicg,5,invalid_code
DOUBLE,halide,ChooseHints,cholesky,1,invalid_algorithm
DOUBLE,halide,ChooseHints,cholesky,2,slowdown
DOUBLE,halide,ChooseHints,cholesky,3,invalid_algorithm
DOUBLE,halide,ChooseHints,cholesky,4,invalid_algorithm
DOUBLE,halide,ChooseHints,cholesky,5,invalid_code
DOUBLE,halide,ChooseHints,correlation,1,invalid_algorithm
DOUBLE,halide,ChooseHints,correlation,2,invalid_algorithm
DOUBLE,halide,ChooseHints,correlation,3,invalid_code
DOUBLE,halide,ChooseHints,correlation,4,invalid_code
DOUBLE,halide,ChooseHints,correlation,5,invalid_algorithm
DOUBLE,halide,ChooseHints,covariance,1,invalid_code
DOUBLE,halide,ChooseHints,covariance,2,invalid_algorithm
DOUBLE,halide,ChooseHints,covariance,3,invalid_code
DOUBLE,halide,ChooseHints,covariance,4,invalid_algorithm
DOUBLE,halide,ChooseHints,covariance,5,speedup_over
DOUBLE,halide,ChooseHints,deriche,1,invalid_code
DOUBLE,halide,ChooseHints,deriche,2,slowdown
DOUBLE,halide,ChooseHints,deriche,3,slowdown
DOUBLE,halide,ChooseHints,deriche,4,slowdown
DOUBLE,halide,ChooseHints,deriche,5,slowdown
DOUBLE,halide,ChooseHints,doitgen,1,invalid_algorithm
DOUBLE,halide,ChooseHints,doitgen,2,invalid_algorithm
DOUBLE,halide,ChooseHints,doitgen,3,invalid_code
DOUBLE,halide,ChooseHints,doitgen,4,invalid_algorithm
DOUBLE,halide,ChooseHints,doitgen,5,invalid_algorithm
DOUBLE,halide,ChooseHints,durbin,1,invalid_code
DOUBLE,halide,ChooseHints,durbin,2,invalid_algorithm
DOUBLE,halide,ChooseHints,durbin,3,invalid_algorithm
DOUBLE,halide,ChooseHints,durbin,4,invalid_code
DOUBLE,halide,ChooseHints,durbin,5,invalid_algorithm
DOUBLE,halide,ChooseHints,fdtd-2d,1,invalid_algorithm
DOUBLE,halide,ChooseHints,fdtd-2d,2,invalid_algorithm
DOUBLE,halide,ChooseHints,fdtd-2d,3,invalid_code
DOUBLE,halide,ChooseHints,fdtd-2d,4,invalid_algorithm
DOUBLE,halide,ChooseHints,fdtd-2d,5,slowdown
DOUBLE,halide,ChooseHints,gemver,1,invalid_code
DOUBLE,halide,ChooseHints,gemver,2,invalid_code
DOUBLE,halide,ChooseHints,gemver,3,invalid_code
DOUBLE,halide,ChooseHints,gemver,4,invalid_code
DOUBLE,halide,ChooseHints,gemver,5,invalid_code
DOUBLE,halide,ChooseHints,gesummv,1,invalid_code
DOUBLE,halide,ChooseHints,gesummv,2,invalid_algorithm
DOUBLE,halide,ChooseHints,gesummv,3,invalid_algorithm
DOUBLE,halide,ChooseHints,gesummv,4,invalid_algorithm
DOUBLE,halide,ChooseHints,gesummv,5,invalid_algorithm
DOUBLE,halide,ChooseHints,gramschmidt,1,invalid_code
DOUBLE,halide,ChooseHints,gramschmidt,2,invalid_code
DOUBLE,halide,ChooseHints,gramschmidt,3,invalid_code
DOUBLE,halide,ChooseHints,gramschmidt,4,invalid_code
DOUBLE,halide,ChooseHints,gramschmidt,5,invalid_code
DOUBLE,halide,ChooseHints,jacobi-1d,1,invalid_code
DOUBLE,halide,ChooseHints,jacobi-1d,2,invalid_code
DOUBLE,halide,ChooseHints,jacobi-1d,3,slowdown
DOUBLE,halide,ChooseHints,jacobi-1d,4,invalid_algorithm
DOUBLE,halide,ChooseHints,jacobi-1d,5,invalid_algorithm
DOUBLE,halide,ChooseHints,jacobi-2d,1,invalid_algorithm
DOUBLE,halide,ChooseHints,jacobi-2d,2,invalid_algorithm
DOUBLE,halide,ChooseHints,jacobi-2d,3,invalid_algorithm
DOUBLE,halide,ChooseHints,jacobi-2d,4,invalid_algorithm
DOUBLE,halide,ChooseHints,jacobi-2d,5,invalid_code
DOUBLE,halide,ChooseHints,lu,1,invalid_algorithm
DOUBLE,halide,ChooseHints,lu,2,slowdown
DOUBLE,halide,ChooseHints,lu,3,invalid_algorithm
DOUBLE,halide,ChooseHints,lu,4,slowdown
DOUBLE,halide,ChooseHints,lu,5,slowdown
DOUBLE,halide,ChooseHints,ludcmp,1,slowdown
DOUBLE,halide,ChooseHints,ludcmp,2,invalid_algorithm
DOUBLE,halide,ChooseHints,ludcmp,3,invalid_algorithm
DOUBLE,halide,ChooseHints,ludcmp,4,invalid_code
DOUBLE,halide,ChooseHints,ludcmp,5,invalid_algorithm
DOUBLE,halide,ChooseHints,mvt,1,invalid_algorithm
DOUBLE,halide,ChooseHints,mvt,2,slowdown
DOUBLE,halide,ChooseHints,mvt,3,invalid_algorithm
DOUBLE,halide,ChooseHints,mvt,4,invalid_algorithm
