framework,version,algorithm,repetition,category
exo,standard,bicg,5,slowdown
exo,standard,cholesky,1,speedup_under
exo,standard,cholesky,2,speedup_under
exo,standard,cholesky,3,speedup_under
exo,standard,cholesky,4,speedup_under
exo,standard,cholesky,5,speedup_under
exo,standard,correlation,1,slowdown
exo,standard,correlation,2,slowdown
exo,standard,correlation,3,slowdown
exo,standard,correlation,4,invalid_code
exo,standard,correlation,5,invalid_code
exo,standard,covariance,1,slowdown
exo,standard,covariance,2,slowdown
exo,standard,covariance,3,slowdown
exo,standard,covariance,4,slowdown
exo,standard,covariance,5,slowdown
exo,standard,deriche,1,invalid_code
exo,standard,deriche,2,invalid_code
exo,standard,deriche,3,slowdown
exo,standard,deriche,4,slowdown
exo,standard,deriche,5,slowdown
exo,standard,doitgen,1,slowdown
exo,standard,doitgen,2,slowdown
exo,standard,doitgen,3,slowdown
exo,standard,doitgen,4,slowdown
exo,standard,doitgen,5,slowdown
exo,standard,durbin,1,slowdown
exo,standard,durbin,2,slowdown
exo,standard,durbin,3,slowdown
exo,standard,durbin,4,slowdown
exo,standard,durbin,5,slowdown
exo,standard,fdtd-2d,1,speedup_under
exo,standard,fdtd-2d,2,speedup_under
exo,standard,fdtd-2d,3,speedup_under
exo,standard,fdtd-2d,4,speedup_under
exo,standard,fdtd-2d,5,speedup_under
exo,standard,floyd-warshall,1,speedup_over
exo,standard,floyd-warshall,2,speedup_over
exo,standard,floyd-warshall,3,speedup_over
exo,standard,floyd-warshall,4,speedup_over
exo,standard,floyd-warshall,5,speedup_over
exo,standard,gemm,1,speedup_over
exo,standard,gemm,2,speedup_over
exo,standard,gemm,3,speedup_over
exo,standard,gemm,4,speedup_over
exo,standard,gemm,5,speedup_over
exo,standard,gemver,1,slowdown
exo,standard,gemver,2,slowdown
exo,standard,gemver,3,slowdown
exo,standard,gemver,4,slowdown
exo,standard,gemver,5,slowdown
exo,standard,gesummv,1,slowdown
exo,standard,gesummv,2,slowdown
exo,standard,gesummv,3,slowdown
exo,standard,gesummv,4,slowdown
exo,standard,gesummv,5,slowdown
exo,standard,heat-3d,1,speedup_under
exo,standard,heat-3d,2,speedup_over
exo,standard,heat-3d,3,speedup_over
exo,standard,heat-3d,4,speedup_over
exo,standard,heat-3d,5,speedup_over
exo,standard,jacobi-1d,1,speedup_over
exo,standard,jacobi-1d,2,speedup_over
exo,standard,jacobi-1d,3,speedup_over
exo,standard,jacobi-1d,4,speedup_over
exo,standard,jacobi-1d,5,speedup_under
exo,standard,jacobi-2d,1,speedup_over
exo,standard,jacobi-2d,2,speedup_over
exo,standard,jacobi-2d,3,speedup_over
exo,standard,jacobi-2d,4,speedup_over
exo,standard,jacobi-2d,5,speedup_over
exo,standard,lu,1,speedup_under
exo,standard,lu,2,slowdown
exo,standard,lu,3,slowdown
exo,standard,lu,4,slowdown
exo,standard,lu,5,slowdown
exo,standard,ludcmp,1,slowdown
exo,standard,ludcmp,2,slowdown
exo,standard,ludcmp,3,slowdown
exo,standard,ludcmp,4,slowdown
exo,standard,ludcmp,5,slowdown
exo,standard,mvt,1,slowdown
exo,standard,mvt,2,slowdown
exo,standard,mvt,3,slowdown
exo,standard,mvt,4,slowdown
exo,standard,mvt,5,slowdown
exo,standard,nussinov,1,slowdown
exo,standard,nussinov,2,slowdown
exo,standard,nussinov,3,slowdown
exo,standard,nussinov,4,invalid_code
exo,standard,nussinov,5,slowdown
exo,standard,seidel-2d,1,slowdown
exo,standard,seidel-2d,2,slowdown
exo,standard,seidel-2d,3,slowdown
exo,standard,seidel-2d,4,slowdown
exo,standard,seidel-2d,5,slowdown
exo,standard,symm,1,speedup_over
exo,standard,symm,2,speedup_over
exo,standard,symm,3,speedup_over
exo,standard,symm,4,speedup_over
exo,standard,symm,5,speedup_over
exo,standard,syr2k,1,speedup_over
exo,standard,syr2k,2,speedup_over
exo,standard,syr2k,3,speedup_over
exo,standard,syr2k,4,speedup_over
exo,standard,syr2k,5,speedup_over
exo,standard,syrk,1,speedup_over
exo,standard,syrk,2,speedup_over
exo,standard,syrk,3,speedup_over
exo,standard,syrk,4,speedup_over
exo,standard,syrk,5,speedup_over
exo,standard,trisolv,1,speedup_under
exo,standard,trisolv,2,speedup_under
exo,standard,trisolv,3,speedup_under
exo,standard,trisolv,4,speedup_under
exo,standard,trisolv,5,speedup_under
exo,standard,trmm,1,slowdown
exo,standard,trmm,2,slowdown
exo,standard,trmm,3,slowdown
exo,standard,trmm,4,slowdown
exo,standard,trmm,5,slowdown
halide,AllHints,2mm,1,invalid_code
halide,AllHints,2mm,2,invalid_algorithm
halide,AllHints,2mm,3,invalid_code
halide,AllHints,2mm,4,invalid_code
halide,AllHints,2mm,5,invalid_algorithm
halide,AllHints,3mm,1,invalid_algorithm
halide,AllHints,3mm,2,invalid_code
halide,AllHints,3mm,3,invalid_algorithm
halide,AllHints,3mm,4,invalid_code
halide,AllHints,3mm,5,invalid_algorithm
halide,AllHints,adi,1,invalid_algorithm
halide,AllHints,adi,2,invalid_code
halide,AllHints,adi,3,invalid_algorithm
halide,AllHints,adi,4,invalid_code
halide,AllHints,adi,5,invalid_code
halide,AllHints,atax,1,invalid_code
halide,AllHints,atax,2,invalid_code
halide,AllHints,atax,3,invalid_code
halide,AllHints,atax,4,invalid_code
halide,AllHints,atax,5,invalid_code
halide,AllHints,bicg,1,invalid_algorithm
halide,AllHints,bicg,2,invalid_code
halide,AllHints,bicg,3,invalid_code
halide,AllHints,bicg,4,invalid_code
halide,AllHints,bicg,5,slowdown
halide,AllHints,cholesky,1,invalid_code
halide,AllHints,cholesky,2,invalid_code
halide,AllHints,cholesky,3,invalid_code
halide,AllHints,cholesky,4,slowdown
halide,AllHints,cholesky,5,invalid_code
halide,AllHints,correlation,1,invalid_algorithm
halide,AllHints,correlation,2,slowdown
halide,AllHints,correlation,3,invalid_code
halide,AllHints,correlation,4,invalid_algorithm
halide,AllHints,correlation,5,invalid_code
halide,AllHints,covariance,1,invalid_code
halide,AllHints,covariance,2,invalid_algorithm
halide,AllHints,covariance,3,invalid_code
halide,AllHints,covariance,4,invalid_code
halide,AllHints,covariance,5,invalid_code
halide,AllHints,deriche,1,slowdown
halide,AllHints,deriche,2,slowdown
halide,AllHints,deriche,3,slowdown
halide,AllHints,deriche,4,invalid_code
halide,AllHints,deriche,5,invalid_code
halide,AllHints,doitgen,1,invalid_algorithm
halide,AllHints,doitgen,2,invalid_code
halide,AllHints,doitgen,3,invalid_algorithm
halide,AllHints,doitgen,4,invalid_code
halide,AllHints,doitgen,5,invalid_code
halide,AllHints,durbin,1,invalid_code
halide,AllHints,durbin,2,invalid_code
halide,AllHints,durbin,3,invalid_code
halide,AllHints,durbin,4,invalid_code
halide,AllHints,durbin,5,invalid_code
halide,AllHints,fdtd-2d,1,invalid_algorithm
halide,AllHints,fdtd-2d,2,invalid_code
halide,AllHints,fdtd-2d,3,invalid_code
halide,AllHints,fdtd-2d,4,invalid_code
halide,AllHints,fdtd-2d,5,speedup_under
halide,AllHints,floyd-warshall,1,invalid_algorithm
halide,AllHints,floyd-warshall,2,invalid_algorithm
halide,AllHints,floyd-warshall,3,invalid_algorithm
halide,AllHints,floyd-warshall,4,invalid_algorithm
halide,AllHints,floyd-warshall,5,invalid_algorithm
halide,AllHints,gemm,1,invalid_code
halide,AllHints,gemm,2,invalid_code
halide,AllHints,gemm,3,invalid_code
halide,AllHints,gemm,4,invalid_code
halide,AllHints,gemm,5,invalid_code
halide,AllHints,gemver,1,invalid_code
halide,AllHints,gemver,2,invalid_code
halide,AllHints,gemver,3,invalid_code
halide,AllHints,gemver,4,invalid_code
halide,AllHints,gemver,5,invalid_code
halide,AllHints,gesummv,1,invalid_code
halide,AllHints,gesummv,2,invalid_code
halide,AllHints,gesummv,3,invalid_code
halide,AllHints,gesummv,4,invalid_code
halide,AllHints,gesummv,5,invalid_code
halide,AllHints,gramschmidt,1,invalid_code
halide,AllHints,gramschmidt,2,invalid_code
halide,AllHints,gramschmidt,3,invalid_code
halide,AllHints,gramschmidt,4,invalid_code
halide,AllHints,gramschmidt,5,invalid_code
halide,AllHints,heat-3d,1,speedup_over
halide,AllHints,heat-3d,2,speedup_over
halide,AllHints,heat-3d,3,speedup_over
halide,AllHints,heat-3d,4,slowdown
halide,AllHints,heat-3d,5,speedup_over
halide,AllHints,jacobi-1d,1,invalid_code
halide,AllHints,jacobi-1d,2,invalid_code
halide,AllHints,jacobi-1d,3,invalid_algorithm
halide,AllHints,jacobi-1d,4,invalid_algorithm
halide,AllHints,jacobi-1d,5,invalid_algorithm
halide,AllHints,jacobi-2d,1,invalid_code
halide,AllHints,jacobi-2d,2,invalid_algorithm
halide,AllHints,jacobi-2d,3,invalid_algorithm
halide,AllHints,jacobi-2d,4,invalid_algorithm
halide,AllHints,jacobi-2d,5,invalid_code
halide,AllHints,lu,1,invalid_code
halide,AllHints,lu,2,invalid_code
halide,AllHints,lu,3,invalid_code
halide,AllHints,lu,4,invalid_code
halide,AllHints,lu,5,invalid_code
halide,AllHints,ludcmp,1,invalid_code
halide,AllHints,ludcmp,2,slowdown
halide,AllHints,ludcmp,3,invalid_code
halide,AllHints,ludcmp,4,slowdown
halide,AllHints,ludcmp,5,invalid_code
halide,AllHints,mvt,1,invalid_code
halide,AllHints,mvt,2,invalid_code
halide,AllHints,mvt,3,speedup_over
halide,AllHints,mvt,4,invalid_code
halide,AllHints,mvt,5,speedup_over
halide,AllHints,nussinov,1,invalid_code
halide,AllHints,nussinov,2,invalid_code
halide,AllHints,nussinov,3,invalid_code
halide,AllHints,nussinov,4,slowdown
halide,AllHints,nussinov,5,invalid_code
halide,AllHints,seidel-2d,1,invalid_algorithm
halide,AllHints,seidel-2d,2,invalid_algorithm
halide,AllHints,seidel-2d,3,invalid_code
halide,AllHints,seidel-2d,4,invalid_code
halide,AllHints,seidel-2d,5,invalid_code
halide,AllHints,symm,1,invalid_code
halide,AllHints,symm,2,invalid_code
halide,AllHints,symm,3,invalid_code
halide,AllHints,symm,4,invalid_code
halide,AllHints,symm,5,invalid_code
halide,AllHints,syr2k,1,invalid_code
halide,AllHints,syr2k,2,invalid_code
halide,AllHints,syr2k,3,invalid_code
halide,AllHints,syr2k,4,invalid_code
halide,AllHints,syr2k,5,invalid_code
halide,AllHints,syrk,1,invalid_code
halide,AllHints,syrk,2,invalid_algorithm
halide,AllHints,syrk,3,invalid_algorithm
halide,AllHints,syrk,4,speedup_over
halide,AllHints,syrk,5,invalid_code
halide,AllHints,trisolv,1,invalid_code
halide,AllHints,trisolv,2,invalid_code
halide,AllHints,trisolv,3,invalid_code
halide,AllHints,trisolv,4,invalid_code
halide,AllHints,trisolv,5,invalid_code
halide,AllHints,trmm,1,invalid_code
halide,AllHints,trmm,2,invalid_algorithm
halide,AllHints,trmm,3,invalid_code
halide,AllHints,trmm,4,invalid_algorithm
halide,AllHints,trmm,5,invalid_code
halide,ChooseHints,2mm,1,invalid_algorithm
halide,ChooseHints,2mm,2,invalid_algorithm
halide,ChooseHints,2mm,3,invalid_algorithm
halide,ChooseHints,2mm,4,invalid_code
halide,ChooseHints,2mm,5,invalid_algorithm
halide,ChooseHints,3mm,1,invalid_code
halide,ChooseHints,3mm,2,invalid_algorithm
halide,ChooseHints,3mm,3,invalid_algorithm
halide,ChooseHints,3mm,4,invalid_code
halide,ChooseHints,3mm,5,invalid_code
halide,ChooseHints,adi,1,invalid_algorithm
halide,ChooseHints,adi,2,speedup_over
halide,ChooseHints,adi,3,slowdown
halide,ChooseHints,adi,4,speedup_over
halide,ChooseHints,adi,5,invalid_code
halide,ChooseHints,atax,1,invalid_code
halide,ChooseHints,atax,2,invalid_code
halide,ChooseHints,atax,3,invalid_code
halide,ChooseHints,atax,4,invalid_code
halide,ChooseHints,atax,5,invalid_code
halide,ChooseHints,bicg,1,invalid_code
halide,ChooseHints,bicg,2,invalid_code
halide,ChooseHints,bicg,3,invalid_code
halide,ChooseHints,bicg,4,invalid_code
halide,ChooseHints,bicg,5,invalid_code
halide,ChooseHints,cholesky,1,invalid_code
halide,ChooseHints,cholesky,2,speedup_under
halide,ChooseHints,cholesky,3,invalid_code
halide,ChooseHints,cholesky,4,invalid_code
halide,ChooseHints,cholesky,5,invalid_code
halide,ChooseHints,correlation,1,invalid_code
halide,ChooseHints,correlation,2,invalid_code
halide,ChooseHints,correlation,3,invalid_code
halide,ChooseHints,correlation,4,invalid_code
halide,ChooseHints,correlation,5,invalid_code
halide,ChooseHints,covariance,1,invalid_code
halide,ChooseHints,covariance,2,invalid_code
halide,ChooseHints,covariance,3,invalid_code
halide,ChooseHints,covariance,4,invalid_code
halide,ChooseHints,covariance,5,speedup_over
halide,ChooseHints,deriche,1,invalid_code
halide,ChooseHints,deriche,2,slowdown
halide,ChooseHints,deriche,3,slowdown
halide,ChooseHints,deriche,4,slowdown
halide,ChooseHints,deriche,5,slowdown
halide,ChooseHints,doitgen,1,invalid_algorithm
halide,ChooseHints,doitgen,2,invalid_algorithm
halide,ChooseHints,doitgen,3,invalid_code
halide,ChooseHints,doitgen,4,invalid_algorithm
halide,ChooseHints,doitgen,5,invalid_algorithm
halide,ChooseHints,durbin,1,invalid_code
halide,ChooseHints,durbin,2,invalid_code
halide,ChooseHints,durbin,3,invalid_code
halide,ChooseHints,durbin,4,invalid_code
halide,ChooseHints,durbin,5,invalid_code
halide,ChooseHints,fdtd-2d,1,invalid_algorithm
halide,ChooseHints,fdtd-2d,2,invalid_code
halide,ChooseHints,fdtd-2d,3,invalid_code
halide,ChooseHints,fdtd-2d,4,invalid_code
halide,ChooseHints,fdtd-2d,5,slowdown
halide,ChooseHints,floyd-warshall,1,invalid_code
halide,ChooseHints,floyd-warshall,2,invalid_algorithm
halide,ChooseHints,floyd-warshall,3,speedup_over
halide,ChooseHints,floyd-warshall,4,invalid_algorithm
halide,ChooseHints,floyd-warshall,5,speedup_over
halide,ChooseHints,gemm,1,invalid_code
halide,ChooseHints,gemm,2,invalid_code
halide,ChooseHints,gemm,3,invalid_code
halide,ChooseHints,gemm,4,invalid_code
halide,ChooseHints,gemm,5,invalid_code
halide,ChooseHints,gemver,1,invalid_code
halide,ChooseHints,gemver,2,invalid_code
halide,ChooseHints,gemver,3,invalid_code
halide,ChooseHints,gemver,4,invalid_code
halide,ChooseHints,gemver,5,invalid_code
halide,ChooseHints,gesummv,1,invalid_code
halide,ChooseHints,gesummv,2,invalid_code
halide,ChooseHints,gesummv,3,invalid_code
halide,ChooseHints,gesummv,4,invalid_code
halide,ChooseHints,gesummv,5,invalid_code
halide,ChooseHints,gramschmidt,1,invalid_code
halide,ChooseHints,gramschmidt,2,invalid_code
halide,ChooseHints,gramschmidt,3,invalid_code
halide,ChooseHints,gramschmidt,4,invalid_code
halide,ChooseHints,gramschmidt,5,invalid_code
halide,ChooseHints,heat-3d,1,speedup_over
halide,ChooseHints,heat-3d,2,speedup_over
halide,ChooseHints,heat-3d,3,speedup_over
halide,ChooseHints,heat-3d,4,speedup_over
halide,ChooseHints,heat-3d,5,slowdown
halide,ChooseHints,jacobi-1d,1,invalid_code
halide,ChooseHints,jacobi-1d,2,invalid_code
halide,ChooseHints,jacobi-1d,3,slowdown
halide,ChooseHints,jacobi-1d,4,invalid_algorithm
halide,ChooseHints,jacobi-1d,5,invalid_code
halide,ChooseHints,jacobi-2d,1,invalid_algorithm
halide,ChooseHints,jacobi-2d,2,invalid_algorithm
halide,ChooseHints,jacobi-2d,3,invalid_algorithm
halide,ChooseHints,jacobi-2d,4,invalid_algorithm
halide,ChooseHints,jacobi-2d,5,invalid_code
halide,ChooseHints,lu,1,invalid_code
halide,ChooseHints,lu,2,slowdown
halide,ChooseHints,lu,3,invalid_code
halide,ChooseHints,lu,4,slowdown
halide,ChooseHints,lu,5,slowdown
halide,ChooseHints,ludcmp,1,slowdown
halide,ChooseHints,ludcmp,2,invalid_code
halide,ChooseHints,ludcmp,3,invalid_code
halide,ChooseHints,ludcmp,4,invalid_code
halide,ChooseHints,ludcmp,5,invalid_code
halide,ChooseHints,mvt,1,invalid_code
halide,ChooseHints,mvt,2,speedup_over
halide,ChooseHints,mvt,3,invalid_code
halide,ChooseHints,mvt,4,invalid_code
halide,ChooseHints,mvt,5,invalid_code
halide,ChooseHints,nussinov,1,slowdown
halide,ChooseHints,nussinov,2,invalid_code
halide,ChooseHints,nussinov,3,invalid_algorithm
halide,ChooseHints,nussinov,4,invalid_code
halide,ChooseHints,nussinov,5,invalid_code
halide,ChooseHints,seidel-2d,1,invalid_algorithm
halide,ChooseHints,seidel-2d,2,invalid_code
halide,ChooseHints,seidel-2d,3,invalid_code
halide,ChooseHints,seidel-2d,4,invalid_code
halide,ChooseHints,seidel-2d,5,invalid_code
halide,ChooseHints,symm,1,invalid_code
halide,ChooseHints,symm,2,invalid_code
halide,ChooseHints,symm,3,invalid_algorithm
halide,ChooseHints,symm,4,invalid_algorithm
halide,ChooseHints,symm,5,invalid_code
halide,ChooseHints,syr2k,1,invalid_algorithm
halide,ChooseHints,syr2k,2,invalid_code
halide,ChooseHints,syr2k,3,invalid_code
halide,ChooseHints,syr2k,4,invalid_code
halide,ChooseHints,syr2k,5,invalid_code
halide,ChooseHints,syrk,1,invalid_algorithm
halide,ChooseHints,syrk,2,invalid_code
halide,ChooseHints,syrk,3,invalid_algorithm
halide,ChooseHints,syrk,4,invalid_algorithm
halide,ChooseHints,syrk,5,invalid_code
halide,ChooseHints,trisolv,1,invalid_code
halide,ChooseHints,trisolv,2,invalid_code
halide,ChooseHints,trisolv,3,invalid_code
halide,ChooseHints,trisolv,4,slowdown
halide,ChooseHints,trisolv,5,invalid_code
halide,ChooseHints,trmm,1,invalid_code
halide,ChooseHints,trmm,2,invalid_code
halide,ChooseHints,trmm,3,invalid_code
halide,ChooseHints,trmm,4,invalid_code
halide,ChooseHints,trmm,5,invalid_code
halide,FromPlan,2mm,1,invalid_code
halide,FromPlan,2mm,2,invalid_algorithm
halide,FromPlan,2mm,3,invalid_code
halide,FromPlan,2mm,4,invalid_algorithm
halide,FromPlan,2mm,5,invalid_algorithm
halide,FromPlan,3mm,1,invalid_code
halide,FromPlan,3mm,2,invalid_code
halide,FromPlan,3mm,3,invalid_code
halide,FromPlan,3mm,4,invalid_algorithm
halide,FromPlan,3mm,5,invalid_code
halide,FromPlan,adi,1,invalid_code
halide,FromPlan,adi,2,invalid_code
halide,FromPlan,adi,3,speedup_over
halide,FromPlan,adi,4,invalid_code
halide,FromPlan,adi,5,invalid_code
halide,FromPlan,atax,1,invalid_code
halide,FromPlan,atax,2,invalid_code
halide,FromPlan,atax,3,invalid_code
halide,FromPlan,atax,4,invalid_code
halide,FromPlan,atax,5,invalid_code
halide,FromPlan,bicg,1,slowdown
halide,FromPlan,bicg,2,invalid_code
halide,FromPlan,bicg,3,invalid_code
halide,FromPlan,bicg,4,slowdown
halide,FromPlan,bicg,5,invalid_code
halide,FromPlan,cholesky,1,invalid_code
halide,FromPlan,cholesky,2,invalid_code
halide,FromPlan,cholesky,3,invalid_code
halide,FromPlan,cholesky,4,invalid_code
halide,FromPlan,cholesky,5,invalid_code
halide,FromPlan,correlation,1,invalid_code
halide,FromPlan,correlation,2,invalid_code
halide,FromPlan,correlation,3,invalid_code
halide,FromPlan,correlation,4,invalid_code
halide,FromPlan,correlation,5,invalid_code
halide,FromPlan,covariance,1,invalid_code
halide,FromPlan,covariance,2,invalid_code
halide,FromPlan,covariance,3,invalid_code
halide,FromPlan,covariance,4,invalid_code
halide,FromPlan,covariance,5,invalid_code
halide,FromPlan,deriche,1,slowdown
halide,FromPlan,deriche,2,slowdown
halide,FromPlan,deriche,3,invalid_code
halide,FromPlan,deriche,4,slowdown
halide,FromPlan,deriche,5,invalid_code
halide,FromPlan,doitgen,1,invalid_algorithm
halide,FromPlan,doitgen,2,invalid_code
halide,FromPlan,doitgen,3,invalid_code
halide,FromPlan,doitgen,4,invalid_code
halide,FromPlan,doitgen,5,invalid_code
halide,FromPlan,durbin,1,invalid_code
halide,FromPlan,durbin,2,invalid_code
halide,FromPlan,durbin,3,slowdown
halide,FromPlan,durbin,4,invalid_code
halide,FromPlan,durbin,5,invalid_code
halide,FromPlan,fdtd-2d,1,invalid_code
halide,FromPlan,fdtd-2d,2,invalid_code
halide,FromPlan,fdtd-2d,3,invalid_code
halide,FromPlan,fdtd-2d,4,slowdown
halide,FromPlan,fdtd-2d,5,invalid_algorithm
halide,FromPlan,floyd-warshall,1,speedup_over
halide,FromPlan,floyd-warshall,2,invalid_algorithm
halide,FromPlan,floyd-warshall,3,invalid_algorithm
halide,FromPlan,floyd-warshall,4,invalid_algorithm
halide,FromPlan,floyd-warshall,5,invalid_algorithm
halide,FromPlan,gemm,1,speedup_over
halide,FromPlan,gemm,2,invalid_code
halide,FromPlan,gemm,3,speedup_over
halide,FromPlan,gemm,4,invalid_code
halide,FromPlan,gemm,5,speedup_over
halide,FromPlan,gemver,1,invalid_code
halide,FromPlan,gemver,2,invalid_code
halide,FromPlan,gemver,3,invalid_code
halide,FromPlan,gemver,4,invalid_code
halide,FromPlan,gemver,5,invalid_code
halide,FromPlan,gesummv,1,invalid_algorithm
halide,FromPlan,gesummv,2,invalid_code
halide,FromPlan,gesummv,3,invalid_code
halide,FromPlan,gesummv,4,invalid_code
halide,FromPlan,gesummv,5,invalid_code
halide,FromPlan,gramschmidt,1,invalid_code
halide,FromPlan,gramschmidt,2,invalid_code
halide,FromPlan,gramschmidt,3,invalid_code
halide,FromPlan,gramschmidt,4,invalid_code
halide,FromPlan,gramschmidt,5,invalid_code
halide,FromPlan,heat-3d,1,speedup_over
halide,FromPlan,heat-3d,2,speedup_over
halide,FromPlan,heat-3d,3,invalid_code
halide,FromPlan,heat-3d,4,invalid_algorithm
halide,FromPlan,heat-3d,5,speedup_over
halide,FromPlan,jacobi-1d,1,invalid_algorithm
halide,FromPlan,jacobi-1d,2,invalid_code
halide,FromPlan,jacobi-1d,3,invalid_code
halide,FromPlan,jacobi-1d,4,slowdown
halide,FromPlan,jacobi-1d,5,invalid_algorithm
halide,FromPlan,jacobi-2d,1,invalid_algorithm
halide,FromPlan,jacobi-2d,2,invalid_algorithm
halide,FromPlan,jacobi-2d,3,invalid_algorithm
halide,FromPlan,jacobi-2d,4,invalid_algorithm
halide,FromPlan,jacobi-2d,5,invalid_algorithm
halide,FromPlan,lu,1,invalid_code
halide,FromPlan,lu,2,invalid_code
halide,FromPlan,lu,3,invalid_code
halide,FromPlan,lu,4,invalid_code
halide,FromPlan,lu,5,slowdown
halide,FromPlan,ludcmp,1,invalid_code
halide,FromPlan,ludcmp,2,invalid_code
halide,FromPlan,ludcmp,3,invalid_code
halide,FromPlan,ludcmp,4,invalid_code
halide,FromPlan,ludcmp,5,invalid_code
halide,FromPlan,mvt,1,invalid_code
halide,FromPlan,mvt,2,invalid_code
halide,FromPlan,mvt,3,invalid_code
halide,FromPlan,mvt,4,invalid_code
halide,FromPlan,mvt,5,speedup_over
halide,FromPlan,nussinov,1,invalid_code
halide,FromPlan,nussinov,2,invalid_code
halide,FromPlan,nussinov,3,invalid_code
halide,FromPlan,nussinov,4,invalid_code
halide,FromPlan,nussinov,5,invalid_code
halide,FromPlan,seidel-2d,1,invalid_code
halide,FromPlan,seidel-2d,2,invalid_code
halide,FromPlan,seidel-2d,3,invalid_code
halide,FromPlan,seidel-2d,4,invalid_code
halide,FromPlan,seidel-2d,5,invalid_code
halide,FromPlan,symm,1,invalid_code
halide,FromPlan,symm,2,speedup_over
halide,FromPlan,symm,3,speedup_over
halide,FromPlan,symm,4,invalid_code
halide,FromPlan,symm,5,invalid_code
halide,FromPlan,syr2k,1,invalid_algorithm
halide,FromPlan,syr2k,2,speedup_over
halide,FromPlan,syr2k,3,invalid_code
halide,FromPlan,syr2k,4,invalid_code
halide,FromPlan,syr2k,5,invalid_code
halide,FromPlan,syrk,1,invalid_code
halide,FromPlan,syrk,2,invalid_code
halide,FromPlan,syrk,3,speedup_over
halide,FromPlan,syrk,4,invalid_code
halide,FromPlan,syrk,5,speedup_over
halide,FromPlan,trisolv,1,invalid_code
halide,FromPlan,trisolv,2,invalid_code
halide,FromPlan,trisolv,3,invalid_code
halide,FromPlan,trisolv,4,slowdown
halide,FromPlan,trisolv,5,invalid_code
halide,FromPlan,trmm,1,invalid_code
halide,FromPlan,trmm,2,invalid_code
halide,FromPlan,trmm,3,invalid_code
halide,FromPlan,trmm,4,invalid_code
halide,FromPlan,trmm,5,invalid_code
halide,Naive,2mm,1,invalid_code
halide,Naive,2mm,2,invalid_algorithm
halide,Naive,2mm,3,invalid_code
halide,Naive,2mm,4,invalid_algorithm
halide,Naive,2mm,5,invalid_algorithm
halide,Naive,3mm,1,invalid_code
halide,Naive,3mm,2,invalid_algorithm
halide,Naive,3mm,3,invalid_code
halide,Naive,3mm,4,invalid_algorithm
halide,Naive,3mm,5,invalid_algorithm
halide,Naive,adi,1,invalid_code
halide,Naive,adi,2,speedup_over
halide,Naive,adi,3,invalid_code
halide,Naive,adi,4,speedup_over
halide,Naive,adi,5,invalid_algorithm
halide,Naive,atax,1,invalid_code
halide,Naive,atax,2,slowdown
halide,Naive,atax,3,invalid_code
halide,Naive,atax,4,invalid_code
halide,Naive,atax,5,invalid_code
halide,Naive,bicg,1,invalid_algorithm
halide,Naive,bicg,2,invalid_code
halide,Naive,bicg,3,invalid_algorithm
halide,Naive,bicg,4,invalid_code
halide,Naive,bicg,5,invalid_code
halide,Naive,cholesky,1,speedup_under
halide,Naive,cholesky,2,invalid_code
halide,Naive,cholesky,3,invalid_code
halide,Naive,cholesky,4,invalid_algorithm
halide,Naive,cholesky,5,invalid_code
halide,Naive,correlation,1,invalid_algorithm
halide,Naive,correlation,2,invalid_algorithm
halide,Naive,correlation,3,invalid_code
halide,Naive,correlation,4,invalid_algorithm
halide,Naive,correlation,5,invalid_algorithm
halide,Naive,covariance,1,invalid_code
halide,Naive,covariance,2,invalid_code
halide,Naive,covariance,3,invalid_code
halide,Naive,covariance,4,speedup_over
halide,Naive,covariance,5,invalid_algorithm
halide,Naive,deriche,1,invalid_code
halide,Naive,deriche,2,invalid_code
halide,Naive,deriche,3,invalid_code
halide,Naive,deriche,4,invalid_code
halide,Naive,deriche,5,slowdown
halide,Naive,doitgen,1,invalid_algorithm
halide,Naive,doitgen,2,invalid_algorithm
halide,Naive,doitgen,3,invalid_code
halide,Naive,doitgen,4,invalid_algorithm
halide,Naive,doitgen,5,invalid_algorithm
halide,Naive,durbin,1,invalid_code
halide,Naive,durbin,2,invalid_code
halide,Naive,durbin,3,invalid_code
halide,Naive,durbin,4,invalid_code
halide,Naive,durbin,5,invalid_code
halide,Naive,fdtd-2d,1,slowdown
halide,Naive,fdtd-2d,2,invalid_code
halide,Naive,fdtd-2d,3,invalid_algorithm
halide,Naive,fdtd-2d,4,invalid_code
halide,Naive,fdtd-2d,5,speedup_over
halide,Naive,floyd-warshall,1,invalid_algorithm
halide,Naive,floyd-warshall,2,invalid_algorithm
halide,Naive,floyd-warshall,3,speedup_over
halide,Naive,floyd-warshall,4,speedup_over
halide,Naive,floyd-warshall,5,speedup_over
halide,Naive,gemm,1,invalid_code
halide,Naive,gemm,2,invalid_code
halide,Naive,gemm,3,invalid_code
halide,Naive,gemm,4,invalid_code
halide,Naive,gemm,5,invalid_code
halide,Naive,gemver,1,invalid_code
halide,Naive,gemver,2,invalid_code
halide,Naive,gemver,3,invalid_code
halide,Naive,gemver,4,invalid_code
halide,Naive,gemver,5,invalid_code
halide,Naive,gesummv,1,invalid_code
halide,Naive,gesummv,2,invalid_code
halide,Naive,gesummv,3,invalid_code
halide,Naive,gesummv,4,speedup_over
halide,Naive,gesummv,5,speedup_over
halide,Naive,gramschmidt,1,invalid_code
